	id	doi	title	year	journal	publisher	resulting_publication_doi	pmid	pmcid	type	date	date_online	date_print	open_access_categories_v2	categories	field_citation_ratio	times_cited	relative_citation_ratio	altmetrics_score	altmetrics_id
429	pub.1138462607	10.1002/hpm.3160	Global health and health workforce development: what to learn from COVID‐19 on health workforce preparedness and resilience	2021	The International Journal of Health Planning and Management	Wiley		34051109	8206822	article	2021-05-29	2021-05-29	2021-05	['oa_all' 'hybrid']	"{'bra_v1': {'values': array(['Public Health'], dtype=object), 'full': array([{'id': '4003', 'value': 'Public Health'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1117'], dtype=object), 'full': array([{'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Health services & systems'], dtype=object), 'full': array([{'id': '3902', 'value': 'Health services & systems'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Generic health relevance'], dtype=object), 'full': array([{'id': '890', 'value': 'Generic health relevance'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['8.1'], dtype=object), 'full': array([{'id': '10801', 'code': '8.1', 'name': 'Organisation and delivery of services'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Health Services', 'Clinical Research'], dtype=object), 'full': array([{'id': '443', 'value': 'Health Services'},
       {'id': '507', 'value': 'Clinical Research'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['C17'], dtype=object), 'full': array([{'id': '30017', 'code': 'C17', 'name': 'Business and Management Studies'}],
      dtype=object)}}"		0		2.0	107661099
430	pub.1138475368	10.3389/fimmu.2021.683879	Bacteriostatic Potential of Melatonin: Therapeutic Standing and Mechanistic Insights	2021	Frontiers in Immunology	Frontiers		34135911	8201398	article	2021-05-31	2021-05-31		['oa_all' 'gold']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1107', '1108'], dtype=object), 'full': array([{'id': '3103', 'code': '1107', 'name': 'Immunology'},
       {'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection', 'Inflammatory and immune system'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'},
       {'id': '903', 'value': 'Inflammatory and immune system'}],
      dtype=object)}, 'hrcs_rac_v1': {'codes': array(['5.1'], dtype=object), 'full': array([{'id': '10501', 'code': '5.1', 'name': 'Pharmaceuticals'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Hematology', 'Sepsis', 'Infectious Diseases'], dtype=object), 'full': array([{'id': '447', 'value': 'Hematology'},
       {'id': '475', 'value': 'Sepsis'},
       {'id': '533', 'value': 'Infectious Diseases'}], dtype=object)}, 'sdg_v1': {'codes': array(['3'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['A05'], dtype=object), 'full': array([{'id': '30005', 'code': 'A05', 'name': 'Biological Sciences'}],
      dtype=object)}}"		0		1.0	107800171
431	pub.1134156033	10.1016/j.rtbm.2020.100613	Impact assessment of autonomous demand responsive transport as a link between urban and rural areas	2021	Research in Transportation Business & Management	Elsevier				article	2021-06		2021-06	['oa_all' 'hybrid']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['12', '15'], dtype=object), 'full': array([{'id': '2212', 'code': '12', 'name': 'Built Environment and Design'},
       {'id': '2215', 'code': '15', 'name': 'Commerce, Management, Tourism and Services'}],
      dtype=object)}, 'second_level': {'codes': array(['1205', '1507'], dtype=object), 'full': array([{'id': '3230', 'code': '1205', 'name': 'Urban and Regional Planning'},
       {'id': '3381', 'code': '1507', 'name': 'Transportation and Freight Services'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Rural Health'], dtype=object), 'full': array([{'id': '471', 'value': 'Rural Health'}], dtype=object)}, 'sdg_v1': {'codes': array(['11'], dtype=object), 'full': array([{'id': '40011', 'code': '11', 'name': 'Sustainable Cities and Communities'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['B12'], dtype=object), 'full': array([{'id': '30012', 'code': 'B12', 'name': 'Engineering'}],
      dtype=object)}}"		1		6.0	97019665
432	pub.1138182150	10.1016/s1474-4422(21)00067-3	Systematic monitoring for detection of atrial fibrillation in patients with acute ischaemic stroke (MonDAFIS): a randomised, open-label, multicentre study	2021	The Lancet Neurology	Elsevier		34022169		article	2021-06		2021-06	['closed']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1117'], dtype=object), 'full': array([{'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Clinical'], dtype=object), 'full': array([{'id': '3901', 'value': 'Clinical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Cardiovascular', 'Stroke'], dtype=object), 'full': array([{'id': '894', 'value': 'Cardiovascular'},
       {'id': '909', 'value': 'Stroke'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Cardiovascular', 'Heart Disease', 'Stroke', 'Brain Disorders',
       'Clinical Research', 'Clinical Trials and Supportive Activities',
       'Prevention'], dtype=object), 'full': array([{'id': '331', 'value': 'Cardiovascular'},
       {'id': '445', 'value': 'Heart Disease'},
       {'id': '485', 'value': 'Stroke'},
       {'id': '501', 'value': 'Brain Disorders'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '508', 'value': 'Clinical Trials and Supportive Activities'},
       {'id': '558', 'value': 'Prevention'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		1		38.0	106151989
433	pub.1136401994	10.1016/j.forpol.2021.102438	Forestland policies and politics in Africa: Recent evidence and new challenges	2021	Forest Policy and Economics	Elsevier				article	2021-06		2021-06	['closed']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['07', '14', '16'], dtype=object), 'full': array([{'id': '2207', 'code': '07', 'name': 'Agricultural and Veterinary Sciences'},
       {'id': '2214', 'code': '14', 'name': 'Economics'},
       {'id': '2216', 'code': '16', 'name': 'Studies in Human Society'}],
      dtype=object)}, 'second_level': {'codes': array(['0705', '1402', '1605'], dtype=object), 'full': array([{'id': '2708', 'code': '0705', 'name': 'Forestry Sciences'},
       {'id': '3292', 'code': '1402', 'name': 'Applied Economics'},
       {'id': '3416', 'code': '1605', 'name': 'Policy and Administration'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		1			
434	pub.1138770529	10.1515/ijpt-2021-0019	Vorwort	2021	International Journal of Practical Theology	De Gruyter				article	2021-06-01	2021-06-12	2021-06-01	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['22'], dtype=object), 'full': array([{'id': '2222', 'code': '22', 'name': 'Philosophy and Religious Studies'}],
      dtype=object)}, 'second_level': {'codes': array(['2204'], dtype=object), 'full': array([{'id': '3735', 'code': '2204', 'name': 'Religion and Religious Studies'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		0			
435	pub.1136478799	10.1016/j.gfs.2021.100523	Using crowd-sourced data for real-time monitoring of food prices during the COVID-19 pandemic: Insights from a pilot project in northern Nigeria	2021	Global Food Security	Elsevier		34178595	8204685	article	2021-06-01	2021-06-01	2021-06	['oa_all' 'hybrid']	"{'bra_v1': {'values': array(['Public Health'], dtype=object), 'full': array([{'id': '4003', 'value': 'Public Health'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['04', '05', '16'], dtype=object), 'full': array([{'id': '2204', 'code': '04', 'name': 'Earth Sciences'},
       {'id': '2205', 'code': '05', 'name': 'Environmental Sciences'},
       {'id': '2216', 'code': '16', 'name': 'Studies in Human Society'}],
      dtype=object)}, 'second_level': {'codes': array(['0403', '0502', '1604'], dtype=object), 'full': array([{'id': '2509', 'code': '0403', 'name': 'Geology'},
       {'id': '2558', 'code': '0502', 'name': 'Environmental Science and Management'},
       {'id': '3410', 'code': '1604', 'name': 'Human Geography'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': {'codes': array(['2'], dtype=object), 'full': array([{'id': '40002', 'code': '2', 'name': 'Zero Hunger'}], dtype=object)}, 'uoa_v1': {'codes': array(['A06'], dtype=object), 'full': array([{'id': '30006', 'code': 'A06', 'name': 'Agriculture, Veterinary and Food Science'}],
      dtype=object)}}"		1		6.0	102008425
436	pub.1138527246	10.1101/2021.05.30.21257971	Heterologous ChAdOx1 nCoV-19 and BNT162b2 prime-boost vaccination elicits potent neutralizing antibody responses and T cell reactivity	2021	medRxiv	Cold Spring Harbor Laboratory				preprint	2021-06-01	2021-06-01		['oa_all' 'green']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1107'], dtype=object), 'full': array([{'id': '3103', 'code': '1107', 'name': 'Immunology'}], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': {'codes': array(['3.4'], dtype=object), 'full': array([{'id': '10304', 'code': '3.4', 'name': 'Vaccines'}], dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Immunization', 'Prevention', 'Vaccine Related'], dtype=object), 'full': array([{'id': '531', 'value': 'Immunization'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': {'codes': array(['3'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		1		1593.0	106851649
437	pub.1138562353	10.3390/tropicalmed6020096	New Developments in PCR-Based Diagnostics for Bacterial Pathogens Causing Gastrointestinal Infections—A Narrative Mini-Review on Challenges in the Tropics	2021	Tropical Medicine and Infectious Disease	MDPI		34199650		article	2021-06-02	2021-06-02		['oa_all' 'gold']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1108'], dtype=object), 'full': array([{'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Digestive Diseases', 'Biodefense', 'Emerging Infectious Diseases',
       'Infectious Diseases', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '344', 'value': 'Digestive Diseases'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A03'], dtype=object), 'full': array([{'id': '30003', 'code': 'A03', 'name': 'Allied Health Professions, Dentistry, Nursing and Pharmacy'}],
      dtype=object)}}"		0		1.0	107050967
438	pub.1138562306	10.3390/su13116300	Multi-Period Multi-Criteria Decision Making under Uncertainty: A Renewable Energy Transition Case from Germany	2021	Sustainability	MDPI				article	2021-06-02	2021-06-02		['oa_all' 'gold']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['12'], dtype=object), 'full': array([{'id': '2212', 'code': '12', 'name': 'Built Environment and Design'}],
      dtype=object)}, 'second_level': {'codes': array([], dtype=object), 'full': array([], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': {'codes': array(['7', '13'], dtype=object), 'full': array([{'id': '40007', 'code': '7', 'name': 'Affordable and Clean Energy'},
       {'id': '40013', 'code': '13', 'name': 'Climate Action'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['C17'], dtype=object), 'full': array([{'id': '30017', 'code': 'C17', 'name': 'Business and Management Studies'}],
      dtype=object)}}"		0		1.0	107226312
439	pub.1138562326	10.3390/su13116320	Data-Driven Analysis on Inter-City Commuting Decisions in Germany	2021	Sustainability	MDPI				article	2021-06-02	2021-06-02		['oa_all' 'gold']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['12'], dtype=object), 'full': array([{'id': '2212', 'code': '12', 'name': 'Built Environment and Design'}],
      dtype=object)}, 'second_level': {'codes': array([], dtype=object), 'full': array([], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': {'codes': array(['11'], dtype=object), 'full': array([{'id': '40011', 'code': '11', 'name': 'Sustainable Cities and Communities'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['C13'], dtype=object), 'full': array([{'id': '30013', 'code': 'C13', 'name': 'Architecture, Built Environment and Planning'}],
      dtype=object)}}"		0			
440	pub.1138581624	10.1101/2021.06.01.21258172	Humoral and cellular immune response against SARS-CoV-2 variants following heterologous and homologous ChAdOx1 nCoV-19/BNT162b2 vaccination	2021	medRxiv	Cold Spring Harbor Laboratory				preprint	2021-06-03	2021-06-03		['oa_all' 'green']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1107'], dtype=object), 'full': array([{'id': '3103', 'code': '1107', 'name': 'Immunology'}], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['3.4'], dtype=object), 'full': array([{'id': '10304', 'code': '3.4', 'name': 'Vaccines'}], dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Emerging Infectious Diseases', 'Immunization',
       'Infectious Diseases', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '531', 'value': 'Immunization'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': {'codes': array(['3'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		1		830.0	107028105
441	pub.1137261840	10.1093/eurheartj/ehab234	The effect of intravenous ferric carboxymaltose on health-related quality of life in iron-deficient patients with acute heart failure: the results of the AFFIRM-AHF study	2021	European Heart Journal	Oxford University Press (OUP)		34080008		article	2021-06-03	2021-06-03	2021-06-03	['oa_all' 'hybrid']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1102'], dtype=object), 'full': array([{'id': '3048', 'code': '1102', 'name': 'Cardiorespiratory Medicine and Haematology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Clinical'], dtype=object), 'full': array([{'id': '3901', 'value': 'Clinical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Cardiovascular'], dtype=object), 'full': array([{'id': '894', 'value': 'Cardiovascular'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['6.1'], dtype=object), 'full': array([{'id': '10601', 'code': '6.1', 'name': 'Pharmaceuticals'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Cardiovascular', 'Heart Disease', 'Clinical Research',
       'Clinical Trials and Supportive Activities'], dtype=object), 'full': array([{'id': '331', 'value': 'Cardiovascular'},
       {'id': '445', 'value': 'Heart Disease'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '508', 'value': 'Clinical Trials and Supportive Activities'}],
      dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		1		26.0	106940678
442	pub.1138619061	10.1212/wnl.0000000000012326	Chronic White Matter Inflammation and Serum Neurofilament Levels in Multiple Sclerosis	2021	Neurology	Wolters Kluwer		34088875		article	2021-06-04	2021-06-04	2021-06-04	['oa_all' 'hybrid']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1109'], dtype=object), 'full': array([{'id': '3120', 'code': '1109', 'name': 'Neurosciences'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': {'values': array(['Neurological'], dtype=object), 'full': array([{'id': '897', 'value': 'Neurological'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.1'], dtype=object), 'full': array([{'id': '10201', 'code': '2.1', 'name': 'Biological and endogenous factors'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Neurosciences', 'Multiple Sclerosis', 'Autoimmune Disease',
       'Brain Disorders', 'Clinical Research', 'Neurodegenerative'],
      dtype=object), 'full': array([{'id': '387', 'value': 'Neurosciences'},
       {'id': '460', 'value': 'Multiple Sclerosis'},
       {'id': '496', 'value': 'Autoimmune Disease'},
       {'id': '501', 'value': 'Brain Disorders'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '542', 'value': 'Neurodegenerative'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		0		22.0	107156603
443	pub.1138608208	10.1007/s00347-021-01411-7	Impact of the SARS-CoV-2 pandemic on ophthalmic care in Germany	2021	Der Ophthalmologe	Springer Nature		34086070		article	2021-06-04	2021-06-04	2021-06-04	['oa_all' 'bronze']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Health services & systems'], dtype=object), 'full': array([{'id': '3902', 'value': 'Health services & systems'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Eye'], dtype=object), 'full': array([{'id': '895', 'value': 'Eye'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Neurosciences', 'Health Services', 'Clinical Research',
       'Eye Disease and Disorders of Vision'], dtype=object), 'full': array([{'id': '387', 'value': 'Neurosciences'},
       {'id': '443', 'value': 'Health Services'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '521', 'value': 'Eye Disease and Disorders of Vision'}],
      dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A03'], dtype=object), 'full': array([{'id': '30003', 'code': 'A03', 'name': 'Allied Health Professions, Dentistry, Nursing and Pharmacy'}],
      dtype=object)}}"		0			
444	pub.1138646562	10.1016/j.virusres.2021.198469	The folate antagonist methotrexate diminishes replication of the coronavirus SARS-CoV-2 and enhances the antiviral efficacy of remdesivir in cell culture models	2021	Virus Research	Elsevier		34090962	8180352	article	2021-06-06	2021-06-06	2021-09	['oa_all' 'bronze']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1108'], dtype=object), 'full': array([{'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['5.1'], dtype=object), 'full': array([{'id': '10501', 'code': '5.1', 'name': 'Pharmaceuticals'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Pneumonia', 'Biodefense', 'Cancer',
       'Emerging Infectious Diseases', 'Infectious Diseases',
       'Pneumonia & Influenza', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '503', 'value': 'Cancer'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A03'], dtype=object), 'full': array([{'id': '30003', 'code': 'A03', 'name': 'Allied Health Professions, Dentistry, Nursing and Pharmacy'}],
      dtype=object)}}"		3		8.0	107213072
445	pub.1138721043	10.1016/j.immuni.2021.06.002	Deep spatial profiling of human COVID-19 brains reveals neuroinflammation with distinct microanatomical microglia-T cell interactions	2021	Immunity	Elsevier		34174183	8188302	article	2021-06-09	2021-06-09	2021-06	['oa_all' 'bronze']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1107', '1109'], dtype=object), 'full': array([{'id': '3103', 'code': '1107', 'name': 'Immunology'},
       {'id': '3120', 'code': '1109', 'name': 'Neurosciences'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Neurological'], dtype=object), 'full': array([{'id': '897', 'value': 'Neurological'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.1'], dtype=object), 'full': array([{'id': '10201', 'code': '2.1', 'name': 'Biological and endogenous factors'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Neurosciences'], dtype=object), 'full': array([{'id': '387', 'value': 'Neurosciences'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A05'], dtype=object), 'full': array([{'id': '30005', 'code': 'A05', 'name': 'Biological Sciences'}],
      dtype=object)}}"		0		472.0	107361307
446	pub.1138721064	10.1007/s00548-021-00710-0	Betriebliche Mobilitätsmanagementmaßnahmen – ein Anstoß für Veränderungen in Mobilitätsverhalten und -einstellungen Mitarbeitender?	2021	Standort	Springer Nature			8188535	article	2021-06-09	2021-06-09		['oa_all' 'hybrid']	"{'bra_v1': {'values': array(['Public Health'], dtype=object), 'full': array([{'id': '4003', 'value': 'Public Health'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['04', '05'], dtype=object), 'full': array([{'id': '2204', 'code': '04', 'name': 'Earth Sciences'},
       {'id': '2205', 'code': '05', 'name': 'Environmental Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0406', '0502'], dtype=object), 'full': array([{'id': '2539', 'code': '0406', 'name': 'Physical Geography and Environmental Geoscience'},
       {'id': '2558', 'code': '0502', 'name': 'Environmental Science and Management'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': {'codes': array(['C13'], dtype=object), 'full': array([{'id': '30013', 'code': 'C13', 'name': 'Architecture, Built Environment and Planning'}],
      dtype=object)}}"		0		3.0	107385219
